"","id","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude","longitude","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name","place_county_name","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.canopy.symptoms","field.optional...did.the.tree.have.heat.damage","field.percent.canopy.affected....","field.dieback.percent","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...site.type","field.optional...site.location.description","field.optional...site.area.disturbance.level","field.optional...site.hydrology","field.optional...access.to.water","field.optional...slope.position","field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.","field.optional...timing.of.symptoms.estimate","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.optional...can.we.follow.up.with.you.","field.tree.number..from.google.map..if.applicable","field.notes","Percent.Dieback.Modified","user.estimated.dieback","field.dieback.prop","tree.size.simplified","binary.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","top.dieback","thinning"
"573",192101768,"2023-11-25 11:17:22-08:00","2023-11-25","2023-11-25 19:17:22 UTC","Pacific Time (US & Canada)",1869802,"alginger","","2023-11-25 19:23:05 UTC","2023-11-30 22:24:17 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192101768","https://inaturalist-open-data.s3.amazonaws.com/photos/337159183/medium.jpg",NA,"","",1,0,"false",3,"N Exeter Ave, Portland, OR, US",45.5918561563,-122.7221746969,35,"",NA,NA,35,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Not Sure","1-29% of the canopy is unhealthy",3,"1",7,"Yes (please elaborate in Notes, add Picture if possible)","Mechanical damage or fire scars","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Not sure","Area is flat (e.g. field)","No","No selection","10","No Thanks","PWRC28 (corrected from ""Pwrc30 is actually in front of 9530 N. Exeter"" according to https://www.inaturalist.org/observations/192103152","This tree has bark damage at the base that looks resolved.  It also has a notch out near the top, unknown cause.  This and tree #pwrc29  are in a line of 14 WRC’s",1,"Yes",0.03,"Large","Healthy","Healthy","Healthy","No","No"
"574",192103152,"2023-11-25 11:31:09-08:00","2023-11-25","2023-11-25 19:31:09 UTC","Pacific Time (US & Canada)",1869802,"alginger","","2023-11-25 19:34:56 UTC","2023-11-30 22:26:47 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192103152","https://inaturalist-open-data.s3.amazonaws.com/photos/337162094/medium.jpg",NA,"","",1,0,"false",3,"N McKenna Ave, Portland, OR, US",45.5847240597,-122.7278310091,8,"",NA,NA,8,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Not Sure","1-29% of the canopy is unhealthy",2,"0",NA,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Not sure","Area is flat (e.g. field)","No","This is the first time I have seen this tree","10","No Thanks","Pwrc 30. I made a mistake, the tree at 9530 N. Exeter is Tree # 28.  This tree is #30.","",1,"Yes",0.02,"Large","Healthy","Healthy","Healthy","No","No"
"575",192382107,"2023-11-27 13:46:54","2023-11-27","2023-11-27 21:46:54 UTC","Pacific Time (US & Canada)",7424674,"roberta41883","Roberta Jortner","2023-11-27 21:49:52 UTC","2023-11-27 22:28:20 UTC","casual","","https://www.inaturalist.org/observations/192382107","https://static.inaturalist.org/photos/337707127/medium.jpeg",NA,"","Street tree, pwrc 31",0,0,"true",2,"Richmond, Portland, OR, USA",45.51019932,-122.61310711,5,"",NA,NA,5,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Multiple Symptoms (please list in Notes)","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Roadside","Medium (moderately used trails, etc)","Upland or well drained","Tree may have occassional access to water in summer (watered by someone)","No selection","No selection","No selection","","No Selection","PWRC 31","Tree looks mostly healthy with some diffused browning and lots of seeds or cones (second cones crop?)",0,"Yes",0,"Large","Unhealthy","Other","Unhealthy","No","No"
"576",192384390,"2023-11-27 14:10:58","2023-11-27","2023-11-27 22:10:58 UTC","Pacific Time (US & Canada)",7424674,"roberta41883","Roberta Jortner","2023-11-27 22:12:30 UTC","2024-01-03 00:44:36 UTC","casual","","https://www.inaturalist.org/observations/192384390","https://static.inaturalist.org/photos/337711659/medium.jpeg",NA,"","PWRC 32",0,0,"true",2,"Richmond, Portland, OR, USA",45.50897115,-122.61319163,6,"",NA,NA,6,"","","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","","Cupressaceae","cypress family","Plantae",47374,"Thinning Canopy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Roadside","Medium (moderately used trails, etc)","Upland or well drained","Tree may have occassional access to water in summer (watered by someone)","Area is flat (e.g. field)","No","No selection","","No Selection","PWRC 32","slight canopy thinning, esp top, very little browning",0,"Yes",0,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"577",192481609,"2023-11-28 12:05:38-08:00","2023-11-28","2023-11-28 20:05:38 UTC","Pacific Time (US & Canada)",1690851,"noah133","Noah Willers","2023-11-28 20:09:41 UTC","2023-12-04 16:30:42 UTC","research","","https://www.inaturalist.org/observations/192481609","https://static.inaturalist.org/photos/337910187/medium.jpg",NA,"","",2,0,"false",3,"Seward Park, Seattle, WA, US",47.555695,-122.24855,4,"",NA,NA,4,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","Maybe","60-99% of the canopy is unhealthy",60,"2-3",5,"Not sure","Needle or leaf disease (dieback, checking, blight, powdery mildew etc.)","Large (too big to wrap arms around trunk)","Urban","Inside a forest canopy","Medium (moderately used trails, etc)","Upland or well drained","Tree does not typically have access to water in summer","Middle of a slope","Yes (please identify other species in notes)","This is the first time I have seen this tree","3","Yes","","Sword ferns dying in the area / sword ferns dieback restoration site",60,"Yes",0.6,"Large","Unhealthy","Other","Unhealthy","No","No"
"578",192516128,"2023-11-28 14:14:55-08:00","2023-11-28","2023-11-28 22:14:55 UTC","Pacific Time (US & Canada)",7625081,"sam_tha_plantboi","","2023-11-29 03:42:59 UTC","2023-11-29 17:21:59 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192516128","https://inaturalist-open-data.s3.amazonaws.com/photos/337975505/medium.jpg",NA,"","",1,0,"false",3,"Everson, WA, US",48.91763,-122.2532116667,4,"",NA,NA,4,"","open","false","","","","Whatcom","Washington","United States","Washington","Whatcom","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Browning Canopy","No","Healthy, no dieback(0%)",95,"2-3",3,"Not sure","No selection","Medium (can wrap arms around trunk)","Rural","Inside a forest canopy","Low - fairly natural, not much development","Other","Not sure","Middle of a slope","Not sure","This is the first time I have seen this tree","5","Yes","","",0,"Yes",0.95,"Medium","Unhealthy","Other","Unhealthy","No","No"
"579",192516610,"2023-11-28 14:18:20-08:00","2023-11-28","2023-11-28 22:18:20 UTC","Pacific Time (US & Canada)",7625081,"sam_tha_plantboi","","2023-11-29 03:50:36 UTC","2023-11-29 04:16:58 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192516610","https://inaturalist-open-data.s3.amazonaws.com/photos/337976587/medium.jpg",NA,"","",1,0,"false",3,"Everson, WA, US",48.9175833333,-122.2531533333,4,"",NA,NA,4,"","open","false","","","","Whatcom","Washington","United States","Washington","Whatcom","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","No","60-99% of the canopy is unhealthy",100,"2-3",3,"Not sure","No selection","Small (can wrap hands around trunk)","Rural","Inside a forest canopy","Low - fairly natural, not much development","Upland or well drained","Not sure","Middle of a slope","No","This is the first time I have seen this tree","5","Yes","","",60,"Yes",1,"Small","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"580",192587853,"2023-11-29 14:29:04-08:00","2023-11-29","2023-11-29 22:29:04 UTC","Pacific Time (US & Canada)",1762295,"pdxmat","","2023-11-29 22:33:01 UTC","2023-11-30 06:57:26 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192587853","https://inaturalist-open-data.s3.amazonaws.com/photos/338117110/medium.jpg",NA,"","",1,0,"false",3,"SW Curry St, Portland, OR, US",45.4976598899,-122.6909600571,5,"",NA,NA,5,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Middle of a slope","No","This is the first time I have seen this tree","10","Yes","PWRC89","2 western red cedars on this site.",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"581",192588906,"2023-11-29 14:46:08-08:00","2023-11-29","2023-11-29 22:46:08 UTC","Pacific Time (US & Canada)",1762295,"pdxmat","","2023-11-29 22:50:11 UTC","2023-11-30 06:57:19 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192588906","https://inaturalist-open-data.s3.amazonaws.com/photos/338119605/medium.jpg",NA,"","",1,0,"false",3,"SW Myrtle St, Portland, OR, US",45.5111639492,-122.6961739179,9,"",NA,NA,9,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree has access to water year round (watered in summer or near permanent water source)","Middle of a slope","No","This is the first time I have seen this tree","10","Yes","PWRC99","",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"582",192591015,"2023-11-29 15:18:04-08:00","2023-11-29","2023-11-29 23:18:04 UTC","Pacific Time (US & Canada)",1762295,"pdxmat","","2023-11-29 23:24:05 UTC","2023-11-30 06:57:02 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192591015","https://inaturalist-open-data.s3.amazonaws.com/photos/338124200/medium.jpg",NA,"","",1,0,"false",3,"NW Davis St, Portland, OR, US",45.5240577922,-122.6857852507,9,"",NA,NA,9,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Not Sure","1-29% of the canopy is unhealthy",2,"0",0,"Not sure","No selection","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Area is flat (e.g. field)","No","This is the first time I have seen this tree","15","Yes","PWRC64","Tree is on the edge of a parking lot among a group of 10 other western red cedars. It was hard to tell if this one is the right one but it was the closest to the GPS location.",1,"Yes",0.02,"Medium","Healthy","Healthy","Healthy","No","No"
"583",192591421,"2023-11-29 15:25:34-08:00","2023-11-29","2023-11-29 23:25:34 UTC","Pacific Time (US & Canada)",1762295,"pdxmat","","2023-11-29 23:30:14 UTC","2023-11-30 06:54:51 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192591421","https://inaturalist-open-data.s3.amazonaws.com/photos/338124898/medium.jpg",NA,"","",1,0,"false",3,"NW 15th Ave, Portland, OR, US",45.5242712191,-122.6860741748,9,"",NA,NA,9,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Area is flat (e.g. field)","No","This is the first time I have seen this tree","10","Yes","PWRC63","Tree is on edge of parking lot among a small group of western red cedars. I selected the NW most tree.",0,"Yes",0,"Medium","Healthy","Healthy","Healthy","No","No"
"584",192592689,"2023-11-29 15:46:12-08:00","2023-11-29","2023-11-29 23:46:12 UTC","Pacific Time (US & Canada)",1762295,"pdxmat","","2023-11-29 23:50:19 UTC","2023-11-30 06:54:05 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/192592689","https://inaturalist-open-data.s3.amazonaws.com/photos/338127439/medium.jpg",NA,"","",1,0,"false",3,"NW Luray Terr, Portland, OR, US",45.5304130725,-122.7151698804,6,"",NA,NA,6,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Summit of hill or mountain","No","This is the first time I have seen this tree","10","Yes","PWRC68","",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"585",192658161,"2023-11-30 10:48:03-08:00","2023-11-30","2023-11-30 18:48:03 UTC","Pacific Time (US & Canada)",1762295,"pdxmat","","2023-11-30 18:54:55 UTC","2023-11-30 18:56:10 UTC","casual","CC-BY-NC","https://www.inaturalist.org/observations/192658161","https://inaturalist-open-data.s3.amazonaws.com/photos/338259184/medium.jpg",NA,"","",0,0,"true",3,"SW 21st Ave, Portland, OR, US",45.5180768264,-122.6954955754,9,"",NA,NA,9,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"Yes (please elaborate in Notes, add Picture if possible)","Mechanical damage or fire scars","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Middle of a slope","No","This is the first time I have seen this tree","10","Yes","PWRC62","One stem of tree has been broken off and a sign has been nailed to the tree. Otherwise it is healthy.",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"586",193457566,"2023-12-08 13:23:58","2023-12-08","2023-12-08 21:23:58 UTC","Pacific Time (US & Canada)",1910722,"nwhikerchic","Sandy Wilson","2023-12-09 04:43:14 UTC","2023-12-09 23:44:45 UTC","research","","https://www.inaturalist.org/observations/193457566","https://static.inaturalist.org/photos/339842651/medium.jpeg",NA,"","On the Drift Creek trail. Appeared quite healthy. ",1,0,"false",2,"Otis, OR 97368, USA",44.938132,-123.8473014,NA,"",NA,NA,NA,"","open","false","gps","gps","","Lincoln","Oregon","United States","Oregon","Lincoln","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",30,"Not sure","No selection","Large (too big to wrap arms around trunk)","Other","Inside a forest canopy","None - natural forest, far from development","Upland or well drained","Tree may have occassional access to water in summer (watered by someone)","Top of slope","No","No selection","5","Yes","","",0,"Yes",0,"Large","Healthy","Healthy","Healthy","No","No"
"587",193743765,"2023-11-25 14:14:20","2023-11-25","2023-11-25 22:14:20 UTC","Pacific Time (US & Canada)",385895,"leah_mycelia","Leah Bendlin","2023-12-11 22:36:01 UTC","2023-12-12 22:13:54 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/193743765","https://inaturalist-open-data.s3.amazonaws.com/photos/340376152/medium.jpeg",NA,"","The fungus is a separate observation https://www.inaturalist.org/observations/193735137",1,0,"false",2,"Cooper Mountain - Aloha North, Beaverton, OR, USA",45.501389,-122.845611,NA,"",NA,NA,NA,"","open","false","","","","Washington","Oregon","United States","Oregon","Washington","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",10,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","Medium (moderately used trails, etc)","No Selection","No selection","No selection","No selection","No selection","15","Yes","","I don't know enough about their general health to say if the browning needles are more than normal. The fungus is the only abnormal thing I noticed",0,"Yes",0.1,"No Selection","Healthy","Healthy","Healthy","No","No"
